cpt_code,description,category,contrast
A6512,"Compres burn garment, noc",Other,Unspecified
A6513,Compress burn mask face/neck,Other,Unspecified
A6520,G com garmnt glove nghttime,Other,Unspecified
A6521,G com garmnt glove nght cust,Other,Unspecified
A6522,G com garment arm nighttime,Other,Unspecified
A6523,G com garment arm nght custm,Other,Unspecified
A6524,G com garmnt lwr leg/ft nght,Other,Unspecified
A6525,G com garm lwrleg/ft ngt cus,Other,Unspecified
A6526,G com garmt full leg/ft nght,Other,Unspecified
A6527,G garmt full leg/ft nght cus,Other,Unspecified
A6528,G com garment bra nighttime,Other,Unspecified
A6529,G com garmt bra night custm,Other,Unspecified
A6530,Compression stocking bk18-30,Other,Unspecified
A6531,Compress stking bk30-40 surg,Other,Unspecified
A6532,Compress stking bk40-50 surg,Other,Unspecified
A6533,Gc stocking thighlngth 18-30,Other,Unspecified
A6534,Gc stocking thighlngth 30-40,Other,Unspecified
A6535,Gc stocking thighlngth 40+,Other,Unspecified
A6536,Gc stocking full lngth 18-30,Other,Unspecified
A6537,Gc stocking full lngth 30-40,Other,Unspecified
A6538,Gc stocking full lngth 40+,Other,Unspecified
A6539,Gc stocking waistlngth 18-30,Other,Unspecified
A6540,Gc stocking waistlngth 30-40,Other,Unspecified
A6541,Gc stocking waistlngth 40+,Other,Unspecified
A6544,Gc stocking garter belt,Other,Unspecified
A6545,Grad com non-elastic bk surg,Other,Unspecified
A6549,G compression garment,Other,Unspecified
A6550,Neg pres wound ther drsg set,Other,Unspecified
A6552,Grad com stocking bk 30-40,Other,Unspecified
A6553,G com stcking bk 30-40 custm,Other,Unspecified
A6554,Grad com stocking bk 40+,Other,Unspecified
A6555,G com stcking bk 40+ custm,Other,Unspecified
A6556,G com stcking thgh18-30 cust,Other,Unspecified
A6557,G com stcking thgh30-40 cust,Other,Unspecified
A6558,G com stcking thgh 40+ cust,Other,Unspecified
A6559,G stckng full/chap18-30 cust,Other,Unspecified
A6560,G stckng full/chap30-40 cust,Other,Unspecified
A6561,G stockng full/chap 40+ cust,Other,Unspecified
A6562,G com stckng waist18-30 cust,Other,Unspecified
A6563,G com stckng waist30-40 cust,Other,Unspecified
A6564,G com stckng waist 40+ cust,Other,Unspecified
A6565,Grad comp gauntlet custom,Other,Unspecified
A6566,Grad com garment neck/head,Other,Unspecified
A6567,G com garment neck/head cust,Other,Unspecified
A6568,G com garment torso/shldr,Other,Unspecified
A6569,G com garmnt torso/shdr cust,Other,Unspecified
A6570,Grad com garment genital,Other,Unspecified
A6571,G com garment genital custm,Other,Unspecified
A6572,Grad com garment toe caps,Other,Unspecified
A6573,Grad com garmnt toe cap cust,Other,Unspecified
A6574,Custom gradient sleev/glov,Other,Unspecified
A6575,Gradient comp sleev/glov,Other,Unspecified
A6576,Custom grad com sleeve med,Other,Unspecified
A6577,Custom grad cm sleeve heavy,Other,Unspecified
A6578,Gradient comp sleeve,Other,Unspecified
A6579,Custom grad com glove med,Other,Unspecified
A6580,Custom grad com glove heavy,Other,Unspecified
A6581,Gradient comp glove,Other,Unspecified
A6582,Gradient comp gauntlet,Other,Unspecified
A6583,Grad com wrap w straps bk,Other,Unspecified
A6584,Grad com wrap w straps,Other,Unspecified
A6585,Grad com wrap w straps ak,Other,Unspecified
A6586,Grad com wrap w straps leg,Other,Unspecified
A6587,Grad com wrap w straps foot,Other,Unspecified
A6588,Grad com wrap w straps arm,Other,Unspecified
A6589,Grad com wrap w straps bra,Other,Unspecified
A6590,Urinary cath disp suc pump,Other,Unspecified
A6591,Urinary cath suc pump,Other,Unspecified
A6593,Grad com accessory gmt_wrap,Other,Unspecified
A6594,G comp bandge liner lwr extr,Other,Unspecified
A6595,G comp bandge liner upr extr,Other,Unspecified
A6596,G comp bandge conform gauze,Other,Unspecified
A6597,G comp bandage long stretch,Other,Unspecified
A6598,G comp bandage med stretch,Other,Unspecified
A6599,G comp bandage short stretch,Other,Unspecified
A6600,G com bandge hgh dn foam sht,Other,Unspecified
A6601,G com bandge hgh dn foam pad,Other,Unspecified
A6602,G com bandge hgh dn foamroll,Other,Unspecified
A6603,G com bandge low dn foamchnl,Other,Unspecified
A6604,G com bandge low dn foam flt,Other,Unspecified
A6605,G com bandage padded foam,Other,Unspecified
A6606,G com bandage padded textile,Other,Unspecified
A6607,G com bandage tub protct lyr,CT,Unspecified
A6608,G com bandage tub protct pad,CT,Unspecified
A6609,G compression bandaging,Other,Unspecified
A6610,G com stcking bk 18-30 custm,Other,Unspecified
A7000,Disposable canister for pump,Other,Unspecified
A7001,Nondisposable pump canister,Other,Unspecified
A7002,Tubing used w suction pump,CT,Unspecified
A7003,Nebulizer administration set,Other,Unspecified
A7004,Disposable nebulizer sml vol,Other,Unspecified
A7005,Nondisposable nebulizer set,Other,Unspecified
A7006,Filtered nebulizer admin set,Other,Unspecified
A7007,Lg vol nebulizer disposable,Other,Unspecified
A7008,Disposable nebulizer prefill,Other,Unspecified
A7009,Nebulizer reservoir bottle,Other,Unspecified
A7010,Disposable corrugated tubing,Other,Unspecified
A7012,Nebulizer water collec devic,Other,Unspecified
A7013,Disposable compressor filter,Other,Unspecified
A7014,Compressor nondispos filter,Other,Unspecified
A7015,Aerosol mask used w nebulize,Other,Unspecified
A7016,Nebulizer dome & mouthpiece,Other,Unspecified
A7017,Nebulizer not used w oxygen,Other,Unspecified
A7018,Water distilled w/nebulizer,Other,Unspecified
A7020,"Interface, cough stim device",Other,Unspecified
A7021,Suppl and access lung expan,Other,Unspecified
A7023,Mech allergen parti barrier,Other,Unspecified
A7025,Replace chest compress vest,Other,Unspecified
A7026,Replace chst cmprss sys hose,Other,Unspecified
A7027,Combination oral/nasal mask,Other,Unspecified
A7028,Repl oral cushion combo mask,Other,Unspecified
A7029,Repl nasal pillow comb mask,Other,Unspecified
A7030,Cpap full face mask,Other,Unspecified
A7031,Replacement facemask interfa,Other,Unspecified
A7032,Replacement nasal cushion,Other,Unspecified
A7033,Replacement nasal pillows,Other,Unspecified
A7034,Nasal application device,Other,Unspecified
A7035,Pos airway press headgear,Other,Unspecified
A7036,Pos airway press chinstrap,Other,Unspecified
A7037,Pos airway pressure tubing,Other,Unspecified
A7038,Pos airway pressure filter,Other,Unspecified
A7039,"Filter, non disposable w pap",Other,Unspecified
A7040,One way chest drain valve,Other,Unspecified
A7041,Water seal drain container,Other,Unspecified
A7044,Pap oral interface,Other,Unspecified
A7045,Repl exhalation port for pap,Other,Unspecified
A7046,"Repl water chamber, pap dev",Other,Unspecified
A7047,Resp suction oral interface,CT,Unspecified
A7048,Vacuum drain bottle/tube kit,Other,Unspecified
A7049,Epap nasal valve,Other,Unspecified
A7501,Tracheostoma valve w diaphra,Other,Unspecified
A7502,Replacement diaphragm/fplate,Other,Unspecified
A7503,Hmes filter holder or cap,Other,Unspecified
A7504,Tracheostoma hmes filter,Other,Unspecified
A7505,Hmes or trach valve housing,Other,Unspecified
A7506,Hmes/trachvalve adhesivedisk,Other,Unspecified
A7507,Integrated filter & holder,Other,Unspecified
A7508,Housing & integrated adhesiv,Other,Unspecified
A7509,Heat & moisture exchange sys,Other,Unspecified
A7520,Trach/laryn tube non-cuffed,Other,Unspecified
A7521,Trach/laryn tube cuffed,Other,Unspecified
A7522,Trach/laryn tube stainless,Other,Unspecified
A7523,Tracheostomy shower protect,CT,Unspecified
A7524,Tracheostoma stent/stud/bttn,Other,Unspecified
A7525,Tracheostomy mask,Other,Unspecified
A7526,Tracheostomy tube collar,Other,Unspecified
A7527,Trach/laryn tube plug/stop,Other,Unspecified
A8000,Soft protect helmet prefab,CT,Unspecified
A8001,Hard protect helmet prefab,CT,Unspecified
A8002,Soft protect helmet custom,CT,Unspecified
A8003,Hard protect helmet custom,CT,Unspecified
A8004,"Repl soft interface, helmet",Other,Unspecified
A9150,Misc/exper non-prescript dru,Other,Unspecified
A9152,Single vitamin nos,Other,Unspecified
A9153,Multi-vitamin nos,Other,Unspecified
A9155,Artificial saliva,Other,Unspecified
A9156,Oral mucoadhesive per 1 ml,Other,Unspecified
A9180,"Lice treatment, topical",Other,Unspecified
A9268,Programmer orally ingest cap,Other,Unspecified
A9269,Programable ingest capsule,Other,Unspecified
A9270,Non-covered item or service,Other,Unspecified
A9272,"Disp wound suct, drsg/access",CT,Unspecified
A9273,Hot/cold botle/cap/col/wrap,Other,Unspecified
A9274,Ext amb insulin delivery sys,Other,Unspecified
A9275,Disp home glucose monitor,Other,Unspecified
A9276,"Disposable sensor, cgm sys",Other,Unspecified
A9277,"External transmitter, cgm",Other,Unspecified
A9278,"External receiver, cgm sys",Other,Unspecified
A9279,Monitoring feature/devicenoc,Other,Unspecified
A9280,"Alert device, noc",Other,Unspecified
A9281,Reaching/grabbing device,Other,Unspecified
A9282,Wig any type,Other,Unspecified
A9283,Foot press off load supp dev,Other,Unspecified
A9284,Non-electronic spirometer,CT,Unspecified
A9285,Inversion eversion cor devic,Other,Unspecified
A9286,"Any hygienic item, device",Other,Unspecified
A9291,Pres dig cog behav thera fda,Other,Unspecified
A9292,Pres dig visual therapy fda,Other,Unspecified
A9293,Fertility cycl tracking soft,Other,Unspecified
A9300,Exercise equipment,Other,Unspecified
A9500,Tc99m sestamibi,Other,Unspecified
A9501,Technetium tc-99m teboroxime,Other,Unspecified
A9502,Tc99m tetrofosmin,Other,Unspecified
A9503,Tc99m medronate,Other,Unspecified
A9504,Tc99m apcitide,Other,Unspecified
A9505,Tl201 thallium,Other,Unspecified
A9506,Tc-99m graphite crucible,Other,Unspecified
A9507,In111 capromab,Other,Unspecified
A9508,"I131 iodobenguate, dx",Other,Unspecified
A9509,Iodine i-123 sod iodide mil,Other,Unspecified
A9510,Tc99m disofenin,Other,Unspecified
A9512,Tc99m pertechnetate,Other,Unspecified
A9513,Lutetium lu 177 dotatat ther,Other,Unspecified
A9515,Choline c-11,Other,Unspecified
A9516,Iodine i-123 sod iodide mic,Other,Unspecified
A9517,"I131 iodide cap, rx",Other,Unspecified
A9520,Tc99 tilmanocept diag 0.5mci,Other,Unspecified
A9521,Tc99m exametazime,Other,Unspecified
A9524,"I131 serum albumin, dx",Other,Unspecified
A9526,Nitrogen n-13 ammonia,Other,Unspecified
A9527,Iodine i-125 sodium iodide,Other,Unspecified
A9528,"Iodine i-131 iodide cap, dx",Other,Unspecified
A9529,"I131 iodide sol, dx",Other,Unspecified
A9530,"I131 iodide sol, rx",Other,Unspecified
A9531,I131 max 100uci,Other,Unspecified
A9532,"I125 serum albumin, dx",Other,Unspecified
A9536,Tc99m depreotide,Other,Unspecified
A9537,Tc99m mebrofenin,Other,Unspecified
A9538,Tc99m pyrophosphate,Other,Unspecified
A9539,Tc99m pentetate,Other,Unspecified
A9540,Tc99m maa,Other,Unspecified
A9541,Tc99m sulfur colloid,Other,Unspecified
A9542,"In111 ibritumomab, dx",Other,Unspecified
A9543,"Y90 ibritumomab, rx",Other,Unspecified
A9546,Co57/58,Other,Unspecified
A9547,In111 oxyquinoline,Other,Unspecified
A9548,In111 pentetate,Other,Unspecified
A9550,Tc99m gluceptate,Other,Unspecified
A9551,Tc99m succimer,Other,Unspecified
A9552,F18 fdg,Other,Unspecified
A9553,Cr51 chromate,Other,Unspecified
A9554,"I125 iothalamate, dx",Other,Unspecified
A9555,Rb82 rubidium,Other,Unspecified
A9556,Ga67 gallium,Other,Unspecified
A9557,Tc99m bicisate,Other,Unspecified
A9558,Xe133 xenon 10mci,Other,Unspecified
A9559,Co57 cyano,Other,Unspecified
A9560,Tc99m labeled rbc,Other,Unspecified
A9561,Tc99m oxidronate,Other,Unspecified
A9562,Tc99m mertiatide,Other,Unspecified
A9563,P32 na phosphate,Other,Unspecified
A9564,P32 chromic phosphate,Other,Unspecified
A9566,Tc99m fanolesomab,Other,Unspecified
A9567,Technetium tc-99m aerosol,Other,Unspecified
A9568,Technetium tc99m arcitumomab,Other,Unspecified
A9569,Technetium tc-99m auto wbc,Other,Unspecified
A9570,Indium in-111 auto wbc,Other,Unspecified
A9571,Indium in-111 auto platelet,Other,Unspecified
A9572,Indium in-111 pentetreotide,Other,Unspecified
A9573,"Inj, gadopiclenol, 1 ml",Other,Unspecified
A9575,Inj gadoterate meglumi 0.1ml,Other,Unspecified
A9576,Inj prohance multipack,Other,Unspecified
A9577,Inj multihance,Other,Unspecified
A9578,Inj multihance multipack,Other,Unspecified
A9579,"Gad-base mr contrast nos,1ml",Other,Unspecified
A9580,Sodium fluoride f-18,Other,Unspecified
A9581,Gadoxetate disodium inj,Other,Unspecified
A9582,Iodine i-123 iobenguane,Other,Unspecified
A9583,Gadofosveset trisodium inj,Other,Unspecified
A9584,Iodine i-123 ioflupane,Other,Unspecified
A9585,Gadobutrol injection,CT,Unspecified
A9586,Florbetapir f18,Other,Unspecified
A9587,Gallium ga-68,Other,Unspecified
A9588,Fluciclovine f-18,Other,Unspecified
A9589,Insti hexaminolevulinate hcl,Other,Unspecified
A9590,Iodine i-131 iobenguane 1mci,Other,Unspecified
A9591,Fluoroestradiol f 18,Other,Unspecified
A9592,Copper cu 64 dotatate diag,Other,Unspecified
A9593,Gallium ga-68 psma-11 ucsf,Other,Unspecified
A9594,"Gallium ga-68 psma-11, ucla",Other,Unspecified
A9595,"Piflu f-18, dia 1 millicurie",Other,Unspecified
A9596,Gallium illuccix 1 millicure,Other,Unspecified
A9597,"Pet, dx, for tumor id, noc",Other,Unspecified
A9598,"Pet dx for non-tumor id, noc",Other,Unspecified
A9600,Sr89 strontium,Other,Unspecified
A9601,Flortaucipir inj 1 millicuri,Other,Unspecified
A9602,Fluorodopa f-18 diag per mci,Other,Unspecified
A9603,"Inj, pafolacianine, 0.1 mg",Other,Unspecified
A9604,Sm 153 lexidronam,Other,Unspecified
A9606,Radium ra223 dichloride ther,Other,Unspecified
A9607,Lutetium lu 177 vipivotide,Other,Unspecified
A9608,Flotufolastat f18 diag 1 mci,Other,Unspecified
A9609,"F18 fdg, 15 millicuries",Other,Unspecified
A9610,"Xe129 xenon, diagnostic",Other,Unspecified
A9615,"Inj, pegulicianine, 1 mg",Other,Unspecified
A9697,"Inj, magtrace per study dose",Other,Unspecified
A9698,Non-rad contrast materialnoc,Other,Unspecified
A9699,Radiopharm rx agent noc,Other,Unspecified
A9700,Echocardiography contrast,Other,Unspecified
A9800,Gallium locametz 1 millicuri,Other,Unspecified
A9900,Supply/accessory/service,Other,Unspecified
A9901,Delivery/set up/dispensing,Other,Unspecified
A9999,"Dme supply or accessory, nos",Other,Unspecified
D0120,Periodic oral evaluation,Other,Unspecified
D0140,Limit oral eval problm focus,Other,Unspecified
D0145,"Oral evaluation, pt < 3yrs",Other,Unspecified
D0150,Comprehensve oral evaluation,Other,Unspecified
D0160,Extensv oral eval prob focus,Other,Unspecified
D0170,"Re-eval,est pt,problem focus",Other,Unspecified
D0171,Re-eval post-op visit,Other,Unspecified
D0180,Comp periodontal evaluation,Other,Unspecified
D0190,Screening of a patient,Other,Unspecified
D0191,Assessment of a patient,Other,Unspecified
D0210,Intraor comprehensive series,Other,Unspecified
D0210,Intraor comprehensive series,Other,Unspecified
D0210,Intraor comprehensive series,Other,Unspecified
D0220,Intraoral periapical first,Other,Unspecified
D0220,Intraoral periapical first,Other,Unspecified
D0220,Intraoral periapical first,Other,Unspecified
D0230,Intraoral periapical ea add,Other,Unspecified
D0230,Intraoral periapical ea add,Other,Unspecified
D0230,Intraoral periapical ea add,Other,Unspecified
D0240,Intraoral occlusal film,Other,Unspecified
D0240,Intraoral occlusal film,Other,Unspecified
D0240,Intraoral occlusal film,Other,Unspecified
D0250,Extraoral 2d project image,CT,Unspecified
D0250,Extraoral 2d project image,CT,Unspecified
D0250,Extraoral 2d project image,CT,Unspecified
D0251,Extraoral posterior image,Other,Unspecified
D0251,Extraoral posterior image,Other,Unspecified
D0251,Extraoral posterior image,Other,Unspecified
D0270,Dental bitewing single image,Other,Unspecified
D0270,Dental bitewing single image,Other,Unspecified
D0270,Dental bitewing single image,Other,Unspecified
D0272,Dental bitewings two images,Other,Unspecified
D0272,Dental bitewings two images,Other,Unspecified
D0272,Dental bitewings two images,Other,Unspecified
D0273,Bitewings - three images,Other,Unspecified
D0273,Bitewings - three images,Other,Unspecified
D0273,Bitewings - three images,Other,Unspecified
D0274,Bitewings four images,Other,Unspecified
D0274,Bitewings four images,Other,Unspecified
D0274,Bitewings four images,Other,Unspecified
D0277,Vert bitewings 7 to 8 images,Other,Unspecified
D0277,Vert bitewings 7 to 8 images,Other,Unspecified
D0277,Vert bitewings 7 to 8 images,Other,Unspecified
D0310,Dental saliography,Other,Unspecified
D0310,Dental saliography,Other,Unspecified
D0310,Dental saliography,Other,Unspecified
D0320,Dental tmj arthrogram incl i,Other,Unspecified
D0320,Dental tmj arthrogram incl i,Other,Unspecified
D0320,Dental tmj arthrogram incl i,Other,Unspecified
D0321,Other tmj images by report,Other,Unspecified
D0321,Other tmj images by report,Other,Unspecified
D0321,Other tmj images by report,Other,Unspecified
D0322,Dental tomographic survey,Other,Unspecified
D0322,Dental tomographic survey,Other,Unspecified
D0322,Dental tomographic survey,Other,Unspecified
D0330,Panoramic image,Other,Unspecified
D0330,Panoramic image,Other,Unspecified
D0330,Panoramic image,Other,Unspecified
D0340,2d cephalometric image,Other,Unspecified
D0340,2d cephalometric image,Other,Unspecified
D0340,2d cephalometric image,Other,Unspecified
D0350,Oral/facial photo images,Other,Unspecified
D0350,Oral/facial photo images,Other,Unspecified
D0350,Oral/facial photo images,Other,Unspecified
D0364,Cone beam ct capt & interp,CT,Unspecified
D0364,Cone beam ct capt & interp,CT,Unspecified
D0364,Cone beam ct capt & interp,CT,Unspecified
D0365,Cone beam ct interprete man,CT,Unspecified
D0365,Cone beam ct interprete man,CT,Unspecified
D0365,Cone beam ct interprete man,CT,Unspecified
D0366,Cone beam ct interprete max,CT,Unspecified
D0366,Cone beam ct interprete max,CT,Unspecified
D0366,Cone beam ct interprete max,CT,Unspecified
D0367,Cone beam ct interp both jaw,CT,Unspecified
D0367,Cone beam ct interp both jaw,CT,Unspecified
D0367,Cone beam ct interp both jaw,CT,Unspecified
D0368,Cone beam ct interprete tmj,CT,Unspecified
D0368,Cone beam ct interprete tmj,CT,Unspecified
D0368,Cone beam ct interprete tmj,CT,Unspecified
D0369,Max mri capture & interprete,MRI,Unspecified
D0369,Max mri capture & interprete,MRI,Unspecified
D0369,Max mri capture & interprete,MRI,Unspecified
D0370,Max ultrasound capt & interp,Ultrasound,Unspecified
D0370,Max ultrasound capt & interp,Ultrasound,Unspecified
D0370,Max ultrasound capt & interp,Ultrasound,Unspecified
D0371,Sialoendoscopy capt & interp,Other,Unspecified
D0371,Sialoendoscopy capt & interp,Other,Unspecified
D0371,Sialoendoscopy capt & interp,Other,Unspecified
D0372,Tomo comp series images,Other,Unspecified
